Official division,Name type,Administrative area name,Administrative level,Description,Comment,Part of,MAEASaM ID,Geometry,resourceid
,Primary name,Mossuril,Level 2,,,,ADMIN-MOZ-000000077,,657e166a-f5b8-468a-b325-6b7cd1306965
,Primary name,Monapo,Level 2,,,,ADMIN-MOZ-000000076,,9551ad6b-2b88-4332-b875-558563364a75
,Primary name,Moma,Level 2,,,,ADMIN-MOZ-000000075,,57dae84a-0570-4315-9329-d29bef0f320c
,Primary name,Mogovolas,Level 2,,,,ADMIN-MOZ-000000074,,229821e8-5b74-47cc-9791-0cef059248bf
,Primary name,Maravia,Level 2,,,,ADMIN-MOZ-000000123,,b77a139c-633d-48af-8711-1a58fa7e41e8
,Primary name,Magoe,Level 2,,,,ADMIN-MOZ-000000122,,b2897011-2ce8-40a8-b010-79ddbef662ff
,Primary name,Macanga,Level 2,,,,ADMIN-MOZ-000000121,,cf7678a8-7c83-4ce1-a270-369e1e492385
,Primary name,Chiuta,Level 2,,,,ADMIN-MOZ-000000120,,06b6e309-2054-47c5-9f70-31bf3024db1d
,Primary name,Chifunde,Level 2,,,,ADMIN-MOZ-000000119,,a79a3b62-f546-4818-9dba-ed6edebdf817
,Primary name,Changara,Level 2,,,,ADMIN-MOZ-000000118,,e3cf49ff-240b-4ac5-8de8-4df1f849f2a6
,Primary name,Cahora Bassa,Level 2,,,,ADMIN-MOZ-000000117,,8bae671c-8dae-4532-be5f-7e89b0004869
,Primary name,Angonia,Level 2,,,,ADMIN-MOZ-000000116,,7602b217-f031-4fbe-9e88-e5db0521f474
,Primary name,Cidade da Beira,Level 2,,,,ADMIN-MOZ-000000115,,e7108c82-d323-453c-a6a7-214a0439a688
,Primary name,Nhamatanda,Level 2,,,,ADMIN-MOZ-000000114,,b5766930-e714-4a03-bd82-cda8913924f8
,Primary name,Muanza,Level 2,,,,ADMIN-MOZ-000000113,,d30d85c5-72e8-4664-90cc-0880c9f51d26
,Primary name,Marromeu,Level 2,,,,ADMIN-MOZ-000000112,,9656b4f6-3f55-4532-b005-721d6a49f4dd
,Primary name,Maringue,Level 2,,,,ADMIN-MOZ-000000111,,d5c89f7a-8c73-4c2c-8883-24118add3299
,Primary name,Machanga,Level 2,,,,ADMIN-MOZ-000000110,,5b1eb1dd-1a96-4a75-bcdd-31bc62b94cb5
,Primary name,Gorongosa,Level 2,,,,ADMIN-MOZ-000000109,,d0647439-ac7b-44fb-9ed7-27aebaa29b6a
,Primary name,Dondo,Level 2,,,,ADMIN-MOZ-000000108,,c99daf16-2240-4970-a633-62a915987fe4
,Primary name,Chibabava,Level 2,,,,ADMIN-MOZ-000000107,,22b3dc1e-bbd2-4c94-bea0-c028fed7e4af
,Primary name,Cheringoma,Level 2,,,,ADMIN-MOZ-000000106,,aa958ce3-fc91-49eb-85b4-30ec66971c0b
,Primary name,Chemba,Level 2,,,,ADMIN-MOZ-000000105,,907ff930-7e88-4bb5-ae0b-a3b0b3484747
,Primary name,Caia,Level 2,,,,ADMIN-MOZ-000000104,,87c6478f-a2cf-4cde-93bf-3b54969ae0fa
,Primary name,Buzi,Level 2,,,,ADMIN-MOZ-000000103,,ca06334b-25d1-44b9-ac4b-183b356a190f
,Primary name,Cidade de Lichinga,Level 2,,,,ADMIN-MOZ-000000102,,19241f85-c2e7-4d35-a1ed-c0694528e747
,Primary name,Sanga,Level 2,,,,ADMIN-MOZ-000000101,,71aa0400-a9a7-4678-b267-659c6ce5c199
,Primary name,Nipepe,Level 2,,,,ADMIN-MOZ-000000100,,dc474465-7cef-461f-8d09-562398c75b7a
,Primary name,Ngauma,Level 2,,,,ADMIN-MOZ-000000099,,b31c4640-76ef-47c2-b450-c24f8b3ea8d3
,Primary name,Marracuene,Level 2,,,,ADMIN-MOZ-000000149,,16352a58-b42c-489e-9a40-7ad5e049dfd6
County,Primary name,Vihiga,Level 1,,,,ADMIN-KEN-000000004,,0241fddf-223d-4801-a6a9-dd6d871a3c57
County,Primary name,Wajir,Level 1,,,,ADMIN-KEN-000000003,,e0847968-7d8c-4e43-92aa-f1f371911987
County,Primary name,West Pokot,Level 1,,,,ADMIN-KEN-000000002,,e130949e-c6bd-4f75-8aa6-be9e91af610e
National,Primary name,Kenya,Level 0,,,,ADMIN-KEN-000000001,,818679ed-16d3-4838-8a95-034904101307
County,Primary name,Makueni,Level 1,,,,ADMIN-KEN-000000026,,fa8828ef-9cd0-42e7-839d-488be90265c7
County,Primary name,Mandera,Level 1,,,,ADMIN-KEN-000000025,,8cd44560-1abc-4e00-954d-de3128ba68c2
County,Primary name,Marsabit,Level 1,,,,ADMIN-KEN-000000024,,770bdd2c-3246-430d-8ea9-a343204dbe09
County,Primary name,Meru,Level 1,,,,ADMIN-KEN-000000023,,e0c658a2-3780-4346-ac91-431cb7d29cc0
County,Primary name,Migori,Level 1,,,,ADMIN-KEN-000000022,,534443dc-7b9a-48fb-af50-2d3d9eceae69
County,Primary name,Mombasa,Level 1,,,,ADMIN-KEN-000000021,,a76e10b6-2185-4da6-8c00-71a62b4b56b8
County,Primary name,Murang'a,Level 1,,,,ADMIN-KEN-000000020,,eabd8cb4-fd35-4a95-8235-3e2fd2085bb5
County,Primary name,Nairobi,Level 1,,,,ADMIN-KEN-000000019,,4cd94bc0-5204-4992-a317-4049a2fda2dd
County,Primary name,Nakuru,Level 1,,,,ADMIN-KEN-000000018,,e8919ee5-9f3f-495f-955b-03d52ee9b117
County,Primary name,Nandi,Level 1,,,,ADMIN-KEN-000000017,,6d31f0f6-b431-4e5b-8739-d6bed9b214c1
County,Primary name,Narok,Level 1,,,,ADMIN-KEN-000000016,,9690b1d0-6bd1-470a-b3cd-db991404cd2c
County,Primary name,Nyamira,Level 1,,,,ADMIN-KEN-000000015,,d950e338-9fee-402f-9eb6-3bd6e90cc382
County,Primary name,Nyandarua,Level 1,,,,ADMIN-KEN-000000014,,c29c8a01-5252-4fcc-93b2-d069fd5eda59
County,Primary name,Nyeri,Level 1,,,,ADMIN-KEN-000000013,,39175b5c-ca30-48c8-ab12-776b533a4627
County,Primary name,Samburu,Level 1,,,,ADMIN-KEN-000000012,,b78751ee-a051-46a1-a590-a181e1d4d6ee
County,Primary name,Siaya,Level 1,,,,ADMIN-KEN-000000011,,3932ac63-aa2c-4e17-b630-046fc4950349
County,Primary name,Taita Taveta,Level 1,,,,ADMIN-KEN-000000010,,063616ec-226d-452b-b62f-3399a6ec1ca9
County,Primary name,Tana River,Level 1,,,,ADMIN-KEN-000000009,,e7356e96-2158-4fd5-b7ca-c73b0062d761
County,Primary name,Tharaka-Nithi,Level 1,,,,ADMIN-KEN-000000008,,8b676094-80e4-4f06-ac57-6a787f991403
County,Primary name,Trans Nzoia,Level 1,,,,ADMIN-KEN-000000007,,7c7371cf-8a6c-444f-aac6-4bf44e6fb508
County,Primary name,Turkana,Level 1,,,,ADMIN-KEN-000000006,,8aa7096f-cb51-43a5-b6ca-65aa38e34c11
County,Primary name,Uasin Gishu,Level 1,,,,ADMIN-KEN-000000005,,11e3a44d-4acb-41d4-8df5-66640ee4779e
County,Primary name,Baringo,Level 1,,,,ADMIN-KEN-000000048,,cda98785-e906-4df2-8a53-2d740d1885d9
County,Primary name,Bomet,Level 1,,,,ADMIN-KEN-000000047,,cf1c595b-2942-4a03-a5cb-a6479a7ed4d5
County,Primary name,Bungoma,Level 1,,,,ADMIN-KEN-000000046,,fa5f4303-ce91-4b86-9054-1f817bd824d6
County,Primary name,Busia,Level 1,,,,ADMIN-KEN-000000045,,914261f0-743d-44e8-816b-631c06582985
County,Primary name,Elgeyo-Marakwet,Level 1,,,,ADMIN-KEN-000000044,,456a8b51-536a-4aae-8d0b-9d2276af79f5
County,Primary name,Embu,Level 1,,,,ADMIN-KEN-000000043,,8125a5ff-5d0b-4f1b-87f3-edce159c1cff
County,Primary name,Garissa,Level 1,,,,ADMIN-KEN-000000042,,9e286aaf-cf4c-44b7-a5a9-53768b552d92
County,Primary name,Homa Bay,Level 1,,,,ADMIN-KEN-000000041,,9afda8ae-b02a-498d-bd00-426ad2c75d02
County,Primary name,Isiolo,Level 1,,,,ADMIN-KEN-000000040,,a84c91a6-287e-4335-b72f-19720cb53aec
County,Primary name,Kajiado,Level 1,,,,ADMIN-KEN-000000039,,0d028fa8-57d9-4b4c-92ff-e892b4ca5dfc
County,Primary name,Kakamega,Level 1,,,,ADMIN-KEN-000000038,,1aa61157-7466-47e1-a697-033d49c203a5
County,Primary name,Kericho,Level 1,,,,ADMIN-KEN-000000037,,b142888f-a963-46fb-a85d-184696fa949f
County,Primary name,Kiambu,Level 1,,,,ADMIN-KEN-000000036,,513f44cb-3d09-4131-b1c9-723bc8709d8d
County,Primary name,Kilifi,Level 1,,,,ADMIN-KEN-000000035,,bb545573-3e95-4c98-a0bc-5dc31b94e1b2
County,Primary name,Kirinyaga,Level 1,,,,ADMIN-KEN-000000034,,08e89b10-dfae-41f2-b297-a6664ffd078f
County,Primary name,Kisii,Level 1,,,,ADMIN-KEN-000000033,,8812114f-7ffd-41c2-9432-e24e97b744e8
County,Primary name,Kisumu,Level 1,,,,ADMIN-KEN-000000032,,7c72367c-289f-49aa-b72d-626119bd07be
County,Primary name,Kitui,Level 1,,,,ADMIN-KEN-000000031,,1f015580-99e7-41e0-96c7-76b52adeb6d3
County,Primary name,Kwale,Level 1,,,,ADMIN-KEN-000000030,,c6a5135c-6afb-4973-bfc8-d91a45e7da67
County,Primary name,Laikipia,Level 1,,,,ADMIN-KEN-000000029,,1a434842-8240-4ded-ae4f-fc7eb98404aa
County,Primary name,Lamu,Level 1,,,,ADMIN-KEN-000000028,,738f397a-7939-4b93-be8a-cc1ff78fe869
County,Primary name,Machakos,Level 1,,,,ADMIN-KEN-000000027,,646d2faa-f7f5-4fce-86f7-2dbdd3851c76
Sub county,Primary name,Tinderet,Level 2,,,,ADMIN-KEN-000000070,,ca95db3f-57f8-43dd-ac95-f5d99614c55a
Sub county,Primary name,Tongaren,Level 2,,,,ADMIN-KEN-000000069,,d777d2ef-57ef-4a0a-b9d7-3256bf7e6640
Sub county,Primary name,Turbo,Level 2,,,,ADMIN-KEN-000000068,,8d4fff5a-0e53-4622-bfaf-49e71215f673
Sub county,Primary name,Turkana Central,Level 2,,,,ADMIN-KEN-000000067,,93cca71e-98e2-430c-83fd-1928e374849d
Sub county,Primary name,Turkana East,Level 2,,,,ADMIN-KEN-000000066,,261fd66c-6095-49c7-ae01-295bd1a5e69b
Sub county,Primary name,Turkana North,Level 2,,,,ADMIN-KEN-000000065,,fb3f72c9-8df8-4843-a9e0-2f1ce8bcef8e
Sub county,Primary name,Turkana South,Level 2,,,,ADMIN-KEN-000000064,,4d515736-d062-4909-8937-569e96032647
Sub county,Primary name,Turkana West,Level 2,,,,ADMIN-KEN-000000063,,c1c1afd1-06da-4373-8998-49401536c537
Sub county,Primary name,Ugenya,Level 2,,,,ADMIN-KEN-000000062,,a1f33622-9880-4da8-9ae3-f3757b3ad9fb
Sub county,Primary name,Ugunja,Level 2,,,,ADMIN-KEN-000000061,,c862a918-2a72-4081-80f7-278f2163d276
Sub county,Primary name,Uriri,Level 2,,,,ADMIN-KEN-000000060,,88034298-ee46-48ec-9cee-b3562bf8dab9
Sub county,Primary name,Voi,Level 2,,,,ADMIN-KEN-000000059,,bffd2b3b-d1af-4b60-a3e1-5810a62758f7
Sub county,Primary name,Wajir East,Level 2,,,,ADMIN-KEN-000000058,,21c473bb-42ae-4de9-a002-2ef27a19e951
Sub county,Primary name,Wajir North,Level 2,,,,ADMIN-KEN-000000057,,4918a4c1-61d4-41e7-bd71-fe8032bc9ced
Sub county,Primary name,Wajir South,Level 2,,,,ADMIN-KEN-000000056,,7a4375da-0d50-4a4e-bae3-99038d0852c9
Sub county,Primary name,Wajir West,Level 2,,,,ADMIN-KEN-000000055,,2079a37e-f57c-4535-af74-198f0ca282b5
Sub county,Primary name,Webuye East,Level 2,,,,ADMIN-KEN-000000054,,392948a3-3b00-4a85-88ea-ad32c842d9bc
Sub county,Primary name,Webuye West,Level 2,,,,ADMIN-KEN-000000053,,465c0d84-ad32-4236-b1cb-4368d2a2bd24
Sub county,Primary name,West Mugirango,Level 2,,,,ADMIN-KEN-000000052,,20722d61-3c03-4107-ace0-c421e80779ee
Sub county,Primary name,Westlands,Level 2,,,,ADMIN-KEN-000000051,,31ca28e8-019c-4941-b730-dd787c00b8cb
Sub county,Primary name,Wundanyi,Level 2,,,,ADMIN-KEN-000000050,,d5c4260f-40fe-4bef-9cbf-61352b0ff7bc
Sub county,Primary name,Yatta,Level 2,,,,ADMIN-KEN-000000049,,12bf7606-9975-4a9f-90c8-1f2f4aacba15
Sub county,Primary name,Sigowet,Level 2,,,,ADMIN-KEN-000000092,,f97520fd-4a44-4e4c-9ccc-268c02e06b49
Sub county,Primary name,Sirisia,Level 2,,,,ADMIN-KEN-000000091,,3ea4f4f8-3dd5-4924-8626-003478159a95
Sub county,Primary name,Sotik,Level 2,,,,ADMIN-KEN-000000090,,37c35f1b-cfb2-4c75-b94d-a1b05a3ed80f
Sub county,Primary name,South Imenti,Level 2,,,,ADMIN-KEN-000000089,,bf995ac6-d0fa-407d-bb66-79135004a76d
Sub county,Primary name,South Mugirango,Level 2,,,,ADMIN-KEN-000000088,,c31cdb65-b6ba-4c69-84f5-8ffac9889198
Sub county,Primary name,Soy,Level 2,,,,ADMIN-KEN-000000087,,03bafd37-7ff4-4025-8a33-1bb0f5fbda0d
Sub county,Primary name,Starehe,Level 2,,,,ADMIN-KEN-000000086,,7dd8481d-43c1-49bc-95f7-3725aa593178
Sub county,Primary name,Suba North,Level 2,,,,ADMIN-KEN-000000085,,c21e22d1-99ff-4e93-9834-4fdc26955b7a
Sub county,Primary name,Suba South,Level 2,,,,ADMIN-KEN-000000084,,6ab9163f-477f-4b00-8002-a085d27ed67c
Sub county,Primary name,Subukia,Level 2,,,,ADMIN-KEN-000000083,,e44f1acc-1c43-42d7-8ff5-22c4d073cdd6
Sub county,Primary name,Suna East,Level 2,,,,ADMIN-KEN-000000082,,138fbbd3-95cb-44b7-984f-670b1f9d6a04
Sub county,Primary name,Suna West,Level 2,,,,ADMIN-KEN-000000081,,2abb1421-f129-456c-ac31-8848909ff1b6
Sub county,Primary name,Tarbaj,Level 2,,,,ADMIN-KEN-000000080,,14d18469-3633-4243-8b76-dced209c8c74
Sub county,Primary name,Taveta,Level 2,,,,ADMIN-KEN-000000079,,c61deaea-b66d-460d-8be9-6ad68524139a
Sub county,Primary name,Teso North,Level 2,,,,ADMIN-KEN-000000078,,651e6dd8-f757-4641-ba15-7ae77e26533e
Sub county,Primary name,Teso South,Level 2,,,,ADMIN-KEN-000000077,,109d73c8-1caa-45f6-939f-c2c670df962d
Sub county,Primary name,Tetu,Level 2,,,,ADMIN-KEN-000000076,,eb8973de-daa8-4b33-bd14-7a615f37e3a0
Sub county,Primary name,Nithi,Level 2,,,,ADMIN-KEN-000000075,,a482f5cc-2232-4ce5-80ca-c4a0727950ec
Sub county,Primary name,Thika Town,Level 2,,,,ADMIN-KEN-000000074,,1e657e2b-e419-4941-8ad3-6002a57d8fba
Sub county,Primary name,Tiaty,Level 2,,,,ADMIN-KEN-000000073,,702ac60e-4704-4baf-bbb5-391a15b5e279
Sub county,Primary name,Tigania East,Level 2,,,,ADMIN-KEN-000000072,,26f5b213-a5b4-4b0d-97d7-b627d8ace568
Sub county,Primary name,Tigania West,Level 2,,,,ADMIN-KEN-000000071,,5b8342d7-fa5e-43ab-8a71-2e9ebd957b32
Sub county,Primary name,Ol Kalou,Level 2,,,,ADMIN-KEN-000000114,,de3a02a4-40db-4bb6-980f-778358735dc3
Sub county,Primary name,Othaya,Level 2,,,,ADMIN-KEN-000000113,,666abc72-213f-4fb5-afee-75da2892ff0c
Sub county,Primary name,Pokot South,Level 2,,,,ADMIN-KEN-000000112,,53f3371a-d580-429a-8398-bb569a58b949
Sub county,Primary name,Rabai,Level 2,,,,ADMIN-KEN-000000111,,69eede80-2ec4-490c-bea7-44d3a5ae3bbc
Sub county,Primary name,Rangwe,Level 2,,,,ADMIN-KEN-000000110,,137aae8f-3957-4616-a47d-b68c1c534f40
Sub county,Primary name,Rarieda,Level 2,,,,ADMIN-KEN-000000109,,4040594d-bee3-4d9e-b102-4c2d829c793d
Sub county,Primary name,Rongai,Level 2,,,,ADMIN-KEN-000000108,,21a7707e-d4ac-4208-a864-fdc676965f62
Sub county,Primary name,Rongo,Level 2,,,,ADMIN-KEN-000000107,,5ea86bdf-61a4-489e-820a-661e631ce4ea
Sub county,Primary name,Roysambu,Level 2,,,,ADMIN-KEN-000000106,,8e953b27-935d-40d9-b45c-24431b48630b
Sub county,Primary name,Ruaraka,Level 2,,,,ADMIN-KEN-000000105,,ddbe9059-e550-423f-b01c-729111597289
Sub county,Primary name,Ruiru,Level 2,,,,ADMIN-KEN-000000104,,cc8f3252-a086-4ec3-bef2-15e433e05956
Sub county,Primary name,Runyenjes,Level 2,,,,ADMIN-KEN-000000103,,fefd1181-c649-41eb-9256-583763b4df5a
Sub county,Primary name,Sabatia,Level 2,,,,ADMIN-KEN-000000102,,a7906f1f-cedd-4bed-b122-ca85080199eb
Sub county,Primary name,Saboti,Level 2,,,,ADMIN-KEN-000000101,,4a425bc3-c2f8-40a9-97d4-3b136a559ec9
Sub county,Primary name,Saku,Level 2,,,,ADMIN-KEN-000000100,,924e60b7-4239-4529-9767-7fab1c3fd9ad
Sub county,Primary name,Samburu East,Level 2,,,,ADMIN-KEN-000000099,,53894fee-ae38-4f1d-b050-50d20823f230
Sub county,Primary name,Samburu North,Level 2,,,,ADMIN-KEN-000000098,,c4cb053b-a067-4026-8344-cb17c34e28f3
Sub county,Primary name,Samburu West,Level 2,,,,ADMIN-KEN-000000097,,e6dfc5a3-cf79-4ef1-ae55-f415e361d70d
Sub county,Primary name,Seme,Level 2,,,,ADMIN-KEN-000000096,,f401b863-08ba-4315-8c53-52c18010023a
Sub county,Primary name,Shinyalu,Level 2,,,,ADMIN-KEN-000000095,,c3dbcbd8-d2ce-4d39-9ced-66d5de0de8ba
Sub county,Primary name,Siakago,Level 2,,,,ADMIN-KEN-000000094,,2083fe52-663f-4f6f-8e51-9a9216df807f
Sub county,Primary name,Sigor,Level 2,,,,ADMIN-KEN-000000093,,0754be60-2f56-4823-9a8d-15c02c91d863
Sub county,Primary name,Nandi Hills,Level 2,,,,ADMIN-KEN-000000135,,f67401d6-5659-4cd3-af2b-b5aa7ea86c88
Sub county,Primary name,Narok East,Level 2,,,,ADMIN-KEN-000000134,,2cb82a64-fd2c-4a03-bbb8-d5c241ca8459
Sub county,Primary name,Narok North,Level 2,,,,ADMIN-KEN-000000133,,b0a770b8-7f2b-485d-a621-dae5fcb29308
Sub county,Primary name,Narok South,Level 2,,,,ADMIN-KEN-000000132,,abf95d23-d9ec-445b-8edf-91cc98da1de8
Sub county,Primary name,Narok West,Level 2,,,,ADMIN-KEN-000000131,,85861ae2-e50d-40f7-a32d-60b4a8adb148
Sub county,Primary name,Navakholo,Level 2,,,,ADMIN-KEN-000000130,,64a5a952-a39d-44d5-ac84-1b74054f82f2
Sub county,Primary name,Ndaragwa,Level 2,,,,ADMIN-KEN-000000129,,a744963d-4921-4788-bdc3-dcc0e3ca6c75
Sub county,Primary name,Ndhiwa,Level 2,,,,ADMIN-KEN-000000128,,895cabb3-7bda-40ae-8f8e-37a9892d497e
Sub county,Primary name,Ndia,Level 2,,,,ADMIN-KEN-000000127,,59d284c7-807f-4aaa-82f6-2e720bb82632
Sub county,Primary name,Njoro,Level 2,,,,ADMIN-KEN-000000126,,556c75e4-4a6d-4e04-9555-092819846495
Sub county,Primary name,North Horr,Level 2,,,,ADMIN-KEN-000000125,,49babc26-f910-4f1c-ad4d-f486671a93ff
Sub county,Primary name,North Imenti,Level 2,,,,ADMIN-KEN-000000124,,cd14157e-74f4-424b-9bcc-3d79738aa500
Sub county,Primary name,North Mugirango,Level 2,,,,ADMIN-KEN-000000123,,b226c364-4ca2-4765-9ce5-deaae1aba91b
Sub county,Primary name,Nyakach,Level 2,,,,ADMIN-KEN-000000122,,d833be90-7398-452c-8e82-3188bc421d66
Sub county,Primary name,Nyali,Level 2,,,,ADMIN-KEN-000000121,,59e3b13b-a12c-48ef-8d2f-408875c67c44
Sub county,Primary name,Nyando,Level 2,,,,ADMIN-KEN-000000120,,1174dfb5-4b5f-4ed9-b77f-32a0085c6aed
Sub county,Primary name,Nyaribari Chache,Level 2,,,,ADMIN-KEN-000000119,,67b9c63b-bd78-4036-b2be-98c94dad368d
Sub county,Primary name,Nyaribari Masaba,Level 2,,,,ADMIN-KEN-000000118,,6af313f5-2812-44f3-9154-afeed3014a47
Sub county,Primary name,Nyatike,Level 2,,,,ADMIN-KEN-000000117,,bce9c38e-5caa-45a1-9778-1656542e8f6d
Sub county,Primary name,Nyeri Town,Level 2,,,,ADMIN-KEN-000000116,,a8423ac7-54cc-4bea-8778-1c29e97fe6e3
Sub county,Primary name,Ol Jorok,Level 2,,,,ADMIN-KEN-000000115,,f6872ce9-496f-4702-8657-637ac3d8df70
Sub county,Primary name,Mogotio,Level 2,,,,ADMIN-KEN-000000157,,4c4369b0-b8ec-4db5-b9b0-f85f7a56b67c
Sub county,Primary name,Moiben,Level 2,,,,ADMIN-KEN-000000156,,965bf3d8-7d99-475a-afb9-1f8fe9ca5810
Sub county,Primary name,Molo,Level 2,,,,ADMIN-KEN-000000155,,c7c9acb5-1d04-460b-8183-15f496ff7b93
Sub county,Primary name,Mosop,Level 2,,,,ADMIN-KEN-000000154,,a4339e21-822f-4c0f-b3e4-52e2d2d69a32
Sub county,Primary name,Moyale,Level 2,,,,ADMIN-KEN-000000153,,5d39f50d-e22b-4478-968b-c5d711695995
Sub county,Primary name,Msambweni,Level 2,,,,ADMIN-KEN-000000152,,a81f244c-63cc-481e-a95a-bf73f30f7252
Sub county,Primary name,Mt. Elgon,Level 2,,,,ADMIN-KEN-000000151,,72a67d58-0bc3-49c3-a29f-3022880dfb2d
Sub county,Primary name,Muhoroni,Level 2,,,,ADMIN-KEN-000000150,,c6253e34-9237-4bb6-b1f2-7b5aeb09d511
Sub county,Primary name,Mukurweni,Level 2,,,,ADMIN-KEN-000000149,,0e752ae8-af27-4896-917f-1486d67964f0
Sub county,Primary name,Mumias East,Level 2,,,,ADMIN-KEN-000000148,,c543635f-a31a-4ebb-a4fd-02a8dc9f03c6
Sub county,Primary name,Mumias West,Level 2,,,,ADMIN-KEN-000000147,,fa9f8ae7-f852-4092-80aa-2a53c931a097
Sub county,Primary name,Mvita,Level 2,,,,ADMIN-KEN-000000146,,e59f9720-8662-41bc-8970-eb8112ff9492
Sub county,Primary name,Mwala,Level 2,,,,ADMIN-KEN-000000145,,9663aa54-9b0d-40a4-ac09-2996a2c3909c
Sub county,Primary name,Mwatate,Level 2,,,,ADMIN-KEN-000000144,,bfa54f87-279a-4ca5-a0cf-8e18e4a2a4fc
Sub county,Primary name,Mwea,Level 2,,,,ADMIN-KEN-000000143,,e7d31963-9075-487a-8d44-8a23f6e85519
Sub county,Primary name,Mwingi East,Level 2,,,,ADMIN-KEN-000000142,,b709300d-086d-4a42-87d3-315de940d602
Sub county,Primary name,Mwingi North,Level 2,,,,ADMIN-KEN-000000141,,d2d214d5-d202-4d05-8b09-9e9c7e5e4716
Sub county,Primary name,Mwingi West,Level 2,,,,ADMIN-KEN-000000140,,d20b9294-035c-483b-b483-be77d3be893d
Sub county,Primary name,Naivasha,Level 2,,,,ADMIN-KEN-000000139,,bfd1a39d-f4d8-4655-9483-6714783ea00e
Sub county,Primary name,Nakuru Town East,Level 2,,,,ADMIN-KEN-000000138,,fda55609-c43d-4f51-8aa4-bf5f49a90716
Sub county,Primary name,Nakuru Town West,Level 2,,,,ADMIN-KEN-000000137,,91f87dbc-7e3f-4141-b1d4-bbf734ef49c9
Sub county,Primary name,Nambale,Level 2,,,,ADMIN-KEN-000000136,,707a0bef-ba1a-4f08-8ed2-a21a45d17112
Sub county,Primary name,Magarini,Level 2,,,,ADMIN-KEN-000000179,,cc2c793b-6dd4-4142-9817-4886e48141d5
Sub county,Primary name,Makadara,Level 2,,,,ADMIN-KEN-000000178,,13c67332-b52c-42e5-9acc-a654949d634a
Sub county,Primary name,Malava,Level 2,,,,ADMIN-KEN-000000177,,9a68ec75-9646-4398-bbb8-7fe0a3ac0760
Sub county,Primary name,Malindi,Level 2,,,,ADMIN-KEN-000000176,,2286d1b3-cf8f-41f4-9abf-03affe5895e3
Sub county,Primary name,Mandera East,Level 2,,,,ADMIN-KEN-000000175,,ad69aabc-e9f4-402e-a5f0-739cb4e12cfc
Sub county,Primary name,Mandera North,Level 2,,,,ADMIN-KEN-000000174,,e142e6f5-d7cd-4bea-8a3c-d73cbf6010b8
Sub county,Primary name,Mandera South,Level 2,,,,ADMIN-KEN-000000173,,cbcf153f-3a20-456f-a893-f153e6cd44d9
Sub county,Primary name,Mandera West,Level 2,,,,ADMIN-KEN-000000172,,788dd779-3c17-44e9-86ec-fb3f96a40d12
Sub county,Primary name,Manyatta,Level 2,,,,ADMIN-KEN-000000171,,5e211f35-af54-41ba-86b2-5021753de8fb
Sub county,Primary name,Maragwa,Level 2,,,,ADMIN-KEN-000000170,,6c15131d-6ba4-49bf-bef1-81ce19231a58
Sub county,Primary name,Marakwet East,Level 2,,,,ADMIN-KEN-000000169,,acf6c727-6477-4832-bd26-a6f13a2c1768
Sub county,Primary name,Marakwet West,Level 2,,,,ADMIN-KEN-000000168,,dea580d6-2177-4459-a656-ae64a8bc9be8
Sub county,Primary name,Masinga,Level 2,,,,ADMIN-KEN-000000167,,832193a2-0748-485b-9723-0a0dddfd840d
Sub county,Primary name,Matayos,Level 2,,,,ADMIN-KEN-000000166,,d2ff6ec5-2a27-4f61-a5b2-06fc838488cd
Sub county,Primary name,Mathare,Level 2,,,,ADMIN-KEN-000000165,,544fa383-c40b-4f10-a0f2-245ab861a644
Sub county,Primary name,Mathioya,Level 2,,,,ADMIN-KEN-000000164,,00881a27-232c-453f-b8fd-03a040500a90
Sub county,Primary name,Mathira,Level 2,,,,ADMIN-KEN-000000163,,1ca14910-e0b7-4cec-bdae-b8f152aa74d9
Sub county,Primary name,Matuga,Level 2,,,,ADMIN-KEN-000000162,,d53a3ee3-334e-429a-8363-1a427b1f736b
Sub county,Primary name,Matungu,Level 2,,,,ADMIN-KEN-000000161,,8f24374e-e19c-4c9d-82e9-a8b7e0ee6e2e
Sub county,Primary name,Matungulu,Level 2,,,,ADMIN-KEN-000000160,,a88f7034-4713-4852-bcfb-aacbd7d702aa
Sub county,Primary name,Mavoko,Level 2,,,,ADMIN-KEN-000000159,,eb2b9681-3501-4641-b4ea-adb106c7d856
Sub county,Primary name,Mbooni,Level 2,,,,ADMIN-KEN-000000158,,77a79c30-82fa-4f4a-b0a0-e3e818f065a8
Sub county,Primary name,Kuria West,Level 2,,,,ADMIN-KEN-000000201,,f195682e-b89c-4228-a503-f6bd1332110d
Sub county,Primary name,Kwanza,Level 2,,,,ADMIN-KEN-000000200,,0765e2ae-4280-4175-a0d3-1ba111dec55c
Sub county,Primary name,Lafey,Level 2,,,,ADMIN-KEN-000000199,,34a902d0-d7fe-4224-98c6-2c718aa49592
Sub county,Primary name,Lagdera,Level 2,,,,ADMIN-KEN-000000198,,19ddd406-f030-433c-9f96-260eec48a058
Sub county,Primary name,Laikipia East,Level 2,,,,ADMIN-KEN-000000197,,d09ee925-a7da-4392-afc5-dbc9228fd412
Sub county,Primary name,Laikipia North,Level 2,,,,ADMIN-KEN-000000196,,a1ce34b2-fd47-403d-b529-94cf68be4b91
Sub county,Primary name,Laikipia West,Level 2,,,,ADMIN-KEN-000000195,,b7d70f79-8bed-43ac-8712-524fc29662af
